user,t_group,history_left_num,history_right_num,click_left_num,click_right_num,unclick_left_num,unclick_right_num,history_rate
U103346,1,1,0,0,0,6,1,1.0
U103349,1,2,1,2,0,9,1,0.6666666666666666
U103366,1,1,0,0,0,8,2,1.0
U103396,1,1,0,3,0,10,1,1.0
U10343,1,1,0,0,0,7,0,1.0
U103436,1,1,0,1,0,6,1,1.0
U103450,1,3,0,7,1,21,0,1.0
U103495,1,0,1,0,0,20,1,0.0
U103560,1,1,0,0,0,4,0,1.0
U103580,1,1,0,1,0,24,0,1.0
U103640,1,1,0,0,0,2,0,1.0
U103766,1,1,0,0,0,14,0,1.0
U103775,1,1,0,0,0,11,0,1.0
U103784,1,1,0,2,0,4,0,1.0
U103909,1,1,0,0,0,12,0,1.0
U103917,1,1,0,0,0,7,1,1.0
U103946,1,1,0,0,0,13,1,1.0
U103951,1,1,0,1,0,8,0,1.0
U103973,1,1,0,1,0,2,0,1.0
U10411,1,1,0,1,0,0,0,1.0
U104246,1,1,0,1,0,8,0,1.0
U104267,1,1,0,2,0,6,0,1.0
U104390,1,1,0,1,0,4,1,1.0
U104410,1,1,0,0,0,33,0,1.0
U104417,1,1,0,1,0,12,2,1.0
U104508,1,1,0,0,0,2,2,1.0
U104527,1,1,0,0,0,19,0,1.0
U104573,1,1,0,0,0,0,0,1.0
U104751,1,5,0,15,1,24,0,1.0
U104838,1,1,0,2,0,10,2,1.0
U104841,1,1,0,5,1,18,2,1.0
U104974,1,1,0,3,0,41,7,1.0
U105015,1,1,0,1,0,1,1,1.0
U105109,1,1,0,3,0,2,0,1.0
U105114,1,1,0,0,0,6,0,1.0
U105221,1,1,0,0,0,0,0,1.0
U105225,1,1,0,0,0,2,0,1.0
U105318,1,1,0,2,0,14,0,1.0
U105439,1,1,0,0,0,2,0,1.0
U105475,1,1,0,2,0,8,0,1.0
U10550,1,1,1,0,0,0,0,0.5
U105613,1,1,0,0,0,0,0,1.0
U105616,1,1,0,0,0,14,1,1.0
U105640,1,1,0,0,0,2,0,1.0
U10570,1,1,0,0,0,0,0,1.0
U105878,1,1,0,0,0,29,4,1.0
U105892,1,1,0,2,0,3,0,1.0
U105910,1,1,0,0,0,2,0,1.0
U105930,1,1,0,0,0,6,1,1.0
U106035,1,4,0,3,0,35,1,1.0
U106037,1,3,0,9,0,31,5,1.0
U106054,1,1,0,1,2,29,2,1.0
U106077,1,1,0,0,0,0,0,1.0
U10613,1,1,0,0,0,0,0,1.0
U106141,1,1,0,0,0,6,0,1.0
U106254,1,1,0,1,0,0,0,1.0
U106429,1,2,0,1,0,0,0,1.0
U10644,1,1,0,0,0,1,0,1.0
U10647,1,1,0,2,0,10,1,1.0
U106472,1,4,0,6,0,5,1,1.0
U106492,1,1,0,3,1,24,1,1.0
U106493,1,1,0,0,0,0,0,1.0
U106555,1,1,0,4,0,6,0,1.0
U106557,1,2,0,0,0,3,1,1.0
U106566,1,1,0,0,0,5,0,1.0
U106599,1,1,0,4,2,11,0,1.0
U106913,1,1,0,2,0,14,0,1.0
U106914,1,1,0,0,0,1,0,1.0
U106980,1,1,0,0,0,9,0,1.0
U106994,1,0,1,0,0,28,0,0.0
U107004,1,0,1,4,1,34,2,0.0
U10706,1,1,0,0,0,19,0,1.0
U107107,1,1,0,0,0,10,0,1.0
U107109,1,1,0,0,0,30,1,1.0
U107312,1,1,0,0,0,9,4,1.0
U107314,1,1,0,0,0,5,0,1.0
U10741,1,1,0,0,0,18,3,1.0
U107446,1,1,0,1,0,2,0,1.0
U107591,1,1,0,0,1,21,0,1.0
U107628,1,1,0,0,0,4,0,1.0
U107640,1,1,0,0,0,0,0,1.0
U107693,1,1,0,0,0,1,0,1.0
U107790,1,2,1,2,0,6,0,0.6666666666666666
U107879,1,1,0,1,0,16,2,1.0
U107880,1,1,0,0,0,7,1,1.0
U108084,1,2,0,0,0,8,0,1.0
U108242,1,1,0,0,0,35,2,1.0
U108264,1,1,0,0,0,6,0,1.0
U108347,1,1,0,0,0,1,0,1.0
U108358,1,1,0,0,0,0,0,1.0
U108454,1,1,0,1,0,9,0,1.0
U108522,1,4,0,0,0,2,0,1.0
U108577,1,3,0,3,0,18,1,1.0
U108627,1,1,0,0,0,1,0,1.0
U108645,1,1,0,0,0,24,2,1.0
U108763,1,3,0,1,0,34,5,1.0
U108811,1,1,0,0,0,4,0,1.0
U10896,1,1,0,0,0,8,0,1.0
U109118,1,1,0,0,0,0,0,1.0
U10916,1,1,0,0,0,0,0,1.0
U109226,1,1,0,0,0,8,0,1.0
U109242,1,1,0,1,0,5,1,1.0
U109268,1,1,0,0,0,10,3,1.0
U109292,1,1,0,1,0,2,0,1.0
U109360,1,1,0,0,0,15,0,1.0
U109448,1,1,0,0,0,3,0,1.0
U109470,1,2,0,0,0,12,1,1.0
U109477,1,1,0,0,0,4,0,1.0
U109493,1,2,0,0,0,7,1,1.0
U109500,1,1,0,0,0,0,0,1.0
U109533,1,1,0,0,0,0,0,1.0
U109608,1,1,0,5,0,17,2,1.0
U1097,1,1,0,1,0,26,0,1.0
U109735,1,1,0,0,0,8,1,1.0
U109834,1,1,0,1,0,16,2,1.0
U109851,1,2,0,2,0,1,0,1.0
U109876,1,1,0,4,0,7,1,1.0
U109953,1,1,0,0,0,1,1,1.0
U110010,1,1,0,1,0,21,1,1.0
U110039,1,1,0,2,0,19,0,1.0
U110204,1,1,0,0,0,0,0,1.0
U110222,1,1,0,1,0,16,2,1.0
U110240,1,1,0,3,0,25,6,1.0
U110261,1,1,0,0,0,0,0,1.0
U110319,1,3,0,0,0,2,0,1.0
U110327,1,1,0,2,0,18,3,1.0
U110338,1,1,0,0,0,8,0,1.0
U110341,1,1,0,3,0,25,2,1.0
U110430,1,1,0,1,0,2,0,1.0
U110461,1,1,0,2,0,11,1,1.0
U110524,1,1,0,0,0,8,1,1.0
U110550,1,1,1,3,0,5,0,0.5
U110643,1,1,0,2,0,18,0,1.0
U110964,1,1,0,4,1,13,2,1.0
U111024,1,1,0,2,0,14,1,1.0
U111063,1,1,0,0,0,3,0,1.0
U111194,1,0,1,1,0,7,1,0.0
U111462,1,1,0,0,0,1,1,1.0
U111471,1,0,1,0,1,44,4,0.0
U111482,1,1,0,0,0,28,4,1.0
U111508,1,1,0,3,2,27,3,1.0
U111532,1,1,0,3,0,31,2,1.0
U111567,1,2,0,3,0,25,2,1.0
U111610,1,1,0,0,0,5,1,1.0
U111670,1,1,0,0,0,5,0,1.0
U111724,1,3,0,1,1,16,1,1.0
U112,1,1,0,1,0,21,0,1.0
U112134,1,1,0,1,0,6,1,1.0
U112136,1,1,0,3,0,11,0,1.0
U112219,1,2,0,2,0,18,1,1.0
U112239,1,1,0,0,0,0,0,1.0
U112240,1,1,0,0,0,11,1,1.0
U112241,1,1,0,0,0,0,0,1.0
U112245,1,1,0,0,0,2,0,1.0
U112313,1,1,0,1,0,26,2,1.0
U112353,1,1,0,2,0,8,1,1.0
U112380,1,1,0,2,0,36,0,1.0
U112404,1,1,0,0,0,27,1,1.0
U112455,1,1,0,0,0,25,1,1.0
U112505,1,0,1,0,0,0,0,0.0
U112616,1,1,0,0,0,9,0,1.0
U112626,1,1,0,0,0,20,0,1.0
U112655,1,1,0,0,0,2,0,1.0
U112753,1,1,0,1,0,21,5,1.0
U112775,1,1,0,0,0,2,0,1.0
U1128,1,1,0,1,0,10,0,1.0
U112871,1,1,0,3,0,34,1,1.0
U11288,1,1,0,1,0,1,0,1.0
U11320,1,2,0,4,1,14,2,1.0
U113217,1,1,0,0,0,0,0,1.0
U113241,1,1,0,0,0,2,0,1.0
U113267,1,1,0,0,0,1,0,1.0
U113363,1,1,0,0,0,2,0,1.0
U113378,1,2,0,0,0,3,0,1.0
U113483,1,1,0,1,0,2,0,1.0
U11351,1,1,0,1,0,7,2,1.0
U11355,1,1,0,0,0,25,1,1.0
U113570,1,1,0,0,0,0,0,1.0
U113573,1,1,0,1,0,5,0,1.0
U113730,1,1,0,1,0,6,0,1.0
U113757,1,1,0,1,0,2,0,1.0
U113945,1,1,0,1,0,9,1,1.0
U114032,1,1,0,0,2,17,5,1.0
U11404,1,1,0,0,0,0,0,1.0
U11421,1,1,0,0,0,4,2,1.0
U114292,1,1,0,1,0,5,0,1.0
U114293,1,0,1,1,0,23,3,0.0
U11452,1,0,1,1,0,6,0,0.0
U114533,1,1,0,0,1,0,0,1.0
U114558,1,1,0,0,0,16,1,1.0
U114614,1,1,0,0,0,4,0,1.0
U114774,1,1,0,0,0,0,0,1.0
U11491,1,1,0,0,0,0,0,1.0
U114934,1,1,0,0,0,23,4,1.0
U114940,1,1,0,0,0,3,0,1.0
U115052,1,1,0,0,0,1,0,1.0
U115088,1,0,1,0,0,4,0,0.0
U115137,1,1,0,5,2,29,2,1.0
U11519,1,1,0,2,0,5,1,1.0
U115209,1,0,1,0,0,10,3,0.0
U115286,1,1,0,0,0,2,0,1.0
U115327,1,1,0,0,0,8,0,1.0
U115337,1,1,0,0,0,0,0,1.0
U115410,1,1,0,1,0,1,0,1.0
U115431,1,1,0,1,0,16,4,1.0
U115498,1,1,0,1,0,5,1,1.0
U115505,1,2,0,4,0,13,0,1.0
U115542,1,1,0,3,1,40,4,1.0
U115570,1,1,0,1,0,13,0,1.0
U115578,1,0,1,1,0,2,1,0.0
U115605,1,1,0,1,0,18,3,1.0
U115650,1,1,0,0,0,7,0,1.0
U115732,1,1,0,0,0,0,0,1.0
U115795,1,1,0,0,0,6,2,1.0
U116113,1,1,0,1,0,8,0,1.0
U116286,1,1,0,0,1,15,3,1.0
U11647,1,3,0,1,0,12,0,1.0
U11648,1,1,0,0,0,0,0,1.0
U116537,1,1,0,0,0,13,0,1.0
U116567,1,2,0,2,0,7,0,1.0
U116573,1,1,0,0,0,12,0,1.0
U116672,1,1,0,0,0,1,1,1.0
U116694,1,1,0,0,0,5,1,1.0
U116757,1,1,0,0,0,8,2,1.0
U11690,1,2,0,1,0,18,1,1.0
U116927,1,1,0,2,0,18,3,1.0
U117000,1,2,0,0,0,3,0,1.0
U117047,1,1,0,1,0,7,0,1.0
U117297,1,1,0,0,0,1,1,1.0
U11730,1,1,0,4,0,61,7,1.0
U117524,1,1,0,0,0,3,0,1.0
U117590,1,0,1,0,0,12,0,0.0
U117627,1,1,0,3,0,10,0,1.0
U117664,1,1,0,0,0,6,1,1.0
U117678,1,1,0,0,0,17,0,1.0
U117683,1,2,0,2,0,17,2,1.0
U11780,1,1,0,1,0,1,0,1.0
U117882,1,1,0,1,0,30,1,1.0
U11791,1,1,0,1,0,15,2,1.0
U117940,1,1,0,0,0,12,0,1.0
U118187,1,1,0,0,0,4,0,1.0
U118401,1,1,0,1,0,17,0,1.0
U118408,1,1,0,2,0,7,1,1.0
U118428,1,1,0,1,0,13,0,1.0
U118455,1,1,0,1,0,0,0,1.0
U118486,1,1,0,0,0,5,0,1.0
U118491,1,1,1,0,0,26,2,0.5
U118505,1,1,0,1,1,18,3,1.0
U11876,1,3,0,16,0,39,1,1.0
U118761,1,1,0,1,0,8,2,1.0
U118808,1,1,0,0,0,9,3,1.0
U118870,1,1,0,0,0,3,0,1.0
U118897,1,2,0,2,0,68,3,1.0
U1189,1,1,0,0,0,1,0,1.0
U118921,1,1,0,0,0,5,0,1.0
U118952,1,3,0,0,0,0,0,1.0
U11907,1,1,0,0,0,2,0,1.0
U119215,1,1,0,0,0,4,2,1.0
U119239,1,1,0,0,0,14,1,1.0
U119312,1,1,0,0,0,1,0,1.0
U119434,1,1,0,0,0,9,0,1.0
U119587,1,1,0,1,0,60,6,1.0
U119620,1,2,0,0,0,0,0,1.0
U119629,1,1,0,2,0,7,0,1.0
U119805,1,1,0,2,0,4,0,1.0
U119820,1,1,0,1,0,3,0,1.0
U119999,1,1,0,1,0,3,0,1.0
U120032,1,1,0,0,0,1,0,1.0
U120071,1,1,0,2,1,15,1,1.0
U120090,1,1,0,2,0,41,1,1.0
U120161,1,2,0,1,0,3,0,1.0
U120200,1,0,1,0,0,13,1,0.0
U12023,1,1,0,3,0,22,0,1.0
U120262,1,1,0,0,0,11,0,1.0
U120291,1,1,0,0,0,1,0,1.0
U120431,1,1,0,3,0,44,0,1.0
U120495,1,1,0,2,0,28,2,1.0
U120562,1,1,0,1,0,11,2,1.0
U120643,1,1,0,0,0,5,0,1.0
U120644,1,1,0,0,0,4,0,1.0
U120702,1,1,0,1,0,12,0,1.0
U120841,1,1,0,1,0,21,2,1.0
U120848,1,1,0,0,0,4,1,1.0
U120899,1,1,0,0,0,6,0,1.0
U120959,1,1,0,6,1,44,5,1.0
U120967,1,1,0,0,0,2,0,1.0
U121067,1,1,0,0,0,2,0,1.0
U12109,1,1,0,1,1,1,0,1.0
U121132,1,1,0,0,0,9,1,1.0
U121192,1,1,0,0,0,5,0,1.0
U121342,1,1,0,0,0,17,2,1.0
U121400,1,1,0,0,0,0,0,1.0
U121412,1,1,0,0,0,4,0,1.0
U121633,1,1,0,1,0,0,0,1.0
U121671,1,6,0,0,0,2,0,1.0
U121835,1,1,0,0,1,14,1,1.0
U121883,1,2,0,0,0,6,1,1.0
U121902,1,0,1,0,1,4,0,0.0
U121938,1,0,1,1,0,3,0,0.0
U121982,1,1,0,1,0,60,10,1.0
U12220,1,1,0,7,0,9,3,1.0
U122287,1,1,0,0,0,1,0,1.0
U122304,1,1,0,4,0,12,0,1.0
U122502,1,1,0,1,0,16,0,1.0
U122563,1,1,0,0,0,0,0,1.0
U122664,1,1,0,1,0,0,0,1.0
U122748,1,0,1,3,0,6,0,0.0
U122751,1,1,0,0,0,1,0,1.0
U122781,1,1,0,0,0,14,0,1.0
U122793,1,1,0,0,0,2,1,1.0
U12281,1,1,0,1,0,72,6,1.0
U122815,1,1,0,1,0,19,2,1.0
U122864,1,1,0,0,0,12,0,1.0
U122884,1,1,0,0,0,3,1,1.0
U122917,1,1,0,0,0,2,1,1.0
U122933,1,1,0,4,0,31,6,1.0
U12298,1,1,0,8,0,47,3,1.0
U122983,1,1,0,0,0,6,0,1.0
U122985,1,1,0,0,0,5,0,1.0
U123013,1,2,0,0,0,4,5,1.0
U123094,1,1,0,1,0,6,0,1.0
U12312,1,1,0,2,0,8,0,1.0
U123143,1,1,0,3,1,23,3,1.0
U123152,1,1,0,0,0,1,0,1.0
U123366,1,1,0,0,0,11,1,1.0
U123385,1,1,0,0,0,15,1,1.0
U12339,1,1,0,0,0,3,0,1.0
U123465,1,1,0,3,0,7,1,1.0
U123565,1,1,0,0,0,3,0,1.0
U123651,1,1,0,0,0,23,1,1.0
U123668,1,1,0,1,0,3,0,1.0
U12372,1,1,0,0,0,3,0,1.0
U123829,1,3,0,10,2,48,3,1.0
U123872,1,1,0,1,0,7,0,1.0
U123974,1,1,0,0,0,9,0,1.0
U124137,1,0,1,0,0,2,0,0.0
U124222,1,1,0,1,0,0,0,1.0
U124269,1,1,0,0,0,1,0,1.0
U124327,1,1,0,0,0,1,0,1.0
U124634,1,1,0,0,0,5,0,1.0
U1249,1,1,0,0,0,12,0,1.0
U124941,1,1,0,0,0,2,0,1.0
U124988,1,1,0,0,0,0,0,1.0
U125016,1,1,0,5,0,33,4,1.0
U125060,1,1,0,1,0,8,4,1.0
U125117,1,1,0,0,1,9,0,1.0
U12512,1,1,0,0,0,1,0,1.0
U12519,1,1,0,0,0,6,0,1.0
U125211,1,1,0,1,0,7,0,1.0
U125233,1,2,0,1,1,13,0,1.0
U125252,1,4,0,1,0,36,2,1.0
U125464,1,2,0,1,0,7,0,1.0
U12548,1,1,0,1,0,4,2,1.0
U125518,1,2,0,1,0,5,0,1.0
U125523,1,1,0,1,0,26,4,1.0
U125567,1,1,0,1,0,1,0,1.0
U125663,1,0,1,0,0,2,0,0.0
U125849,1,1,0,0,0,0,0,1.0
U125917,1,2,0,0,0,9,1,1.0
U125990,1,1,0,1,0,4,0,1.0
U126008,1,1,0,2,0,18,3,1.0
U126032,1,1,0,0,0,4,0,1.0
U126057,1,1,0,2,1,20,0,1.0
U126205,1,1,0,2,1,12,0,1.0
U126301,1,1,0,1,0,27,2,1.0
U126573,1,1,1,0,0,0,0,0.5
U126687,1,1,0,0,0,12,3,1.0
U126693,1,2,0,0,0,0,0,1.0
U126696,1,1,0,3,0,124,13,1.0
U126747,1,1,0,1,0,15,1,1.0
U126826,1,0,1,1,0,9,3,0.0
U126869,1,1,0,2,0,7,0,1.0
U126891,1,1,0,0,0,4,1,1.0
U12709,1,1,1,4,0,28,3,0.5
U127094,1,1,0,0,0,51,3,1.0
U127191,1,1,0,2,0,49,4,1.0
U127227,1,1,0,0,0,3,1,1.0
U127243,1,1,0,0,0,5,0,1.0
U127254,1,1,0,3,0,17,0,1.0
U127376,1,1,0,3,1,27,3,1.0
U127461,1,1,0,2,0,55,5,1.0
U127478,1,1,0,3,0,19,1,1.0
U12767,1,1,0,1,0,9,0,1.0
U12776,1,1,0,0,0,1,0,1.0
U12779,1,1,0,1,0,29,1,1.0
U127833,1,1,0,0,0,3,0,1.0
U127928,1,1,0,0,0,7,0,1.0
U127958,1,1,0,1,0,0,0,1.0
U127973,1,1,0,0,0,7,0,1.0
U127994,1,1,0,2,0,8,0,1.0
U128040,1,1,0,0,0,0,0,1.0
U128128,1,1,0,0,0,2,0,1.0
U128166,1,2,0,4,0,46,3,1.0
U128201,1,1,0,0,0,0,0,1.0
U128221,1,1,0,1,0,43,4,1.0
U128254,1,1,0,0,0,1,1,1.0
U128302,1,1,0,0,0,1,0,1.0
U12837,1,1,0,0,0,1,0,1.0
U128389,1,1,0,0,0,1,0,1.0
U128476,1,2,0,1,0,13,3,1.0
U128557,1,2,0,2,0,14,1,1.0
U12863,1,1,0,1,0,15,4,1.0
U128719,1,1,0,0,0,3,0,1.0
U128804,1,1,0,0,0,2,0,1.0
U128859,1,1,0,3,0,23,1,1.0
U128894,1,1,0,4,1,19,1,1.0
U129041,1,1,0,0,0,39,3,1.0
U129052,1,1,0,4,0,4,0,1.0
U129059,1,1,0,4,0,16,0,1.0
U129065,1,1,0,0,0,2,1,1.0
U129142,1,0,1,2,0,8,1,0.0
U129164,1,1,0,0,0,4,0,1.0
U129184,1,1,0,0,0,4,1,1.0
U129192,1,1,0,0,0,4,0,1.0
U129226,1,1,0,1,0,2,0,1.0
U129290,1,1,0,0,0,21,4,1.0
U129421,1,1,1,0,0,3,0,0.5
U129453,1,1,0,0,0,6,2,1.0
U129460,1,1,0,1,0,11,0,1.0
U129461,1,2,0,3,0,17,2,1.0
U129472,1,1,0,0,0,21,4,1.0
U129488,1,1,0,0,0,7,2,1.0
U129505,1,1,0,1,0,6,0,1.0
U12962,1,1,0,0,0,7,0,1.0
U129669,1,1,0,0,0,13,1,1.0
U129741,1,1,0,1,0,8,1,1.0
U12979,1,1,0,11,1,32,0,1.0
U129898,1,1,0,0,1,12,0,1.0
U129998,1,1,0,3,0,31,2,1.0
U130130,1,1,0,0,0,2,1,1.0
U13021,1,1,0,1,0,19,2,1.0
U130256,1,1,0,0,0,0,0,1.0
U130261,1,2,0,2,0,3,1,1.0
U130277,1,1,0,0,0,26,0,1.0
U13033,1,1,0,0,0,7,0,1.0
U130334,1,1,0,0,0,30,5,1.0
U130418,1,1,0,0,0,3,1,1.0
U130427,1,1,0,1,0,7,0,1.0
U130571,1,1,0,4,0,13,1,1.0
U130587,1,1,0,0,0,2,0,1.0
U130710,1,2,0,4,0,25,3,1.0
U130718,1,2,0,1,0,8,3,1.0
U130719,1,1,0,0,0,15,1,1.0
U130771,1,1,0,0,0,2,0,1.0
U13091,1,0,1,0,0,1,0,0.0
U131011,1,1,0,0,0,18,5,1.0
U131048,1,1,0,0,0,26,2,1.0
U13105,1,0,1,0,0,2,0,0.0
U13108,1,1,0,0,0,2,1,1.0
U131081,1,0,1,0,0,13,2,0.0
U131184,1,1,0,1,0,0,0,1.0
U131208,1,2,0,1,0,28,2,1.0
U131391,1,1,0,0,0,12,0,1.0
U13143,1,1,0,0,0,1,0,1.0
U131528,1,1,0,1,0,6,1,1.0
U131708,1,1,0,0,0,0,0,1.0
U131809,1,1,0,23,1,71,4,1.0
U131829,1,1,1,4,0,23,1,0.5
U131899,1,0,1,0,0,7,0,0.0
U132113,1,1,0,1,0,9,0,1.0
U132253,1,1,0,0,0,5,1,1.0
U132278,1,2,0,2,0,1,0,1.0
U132403,1,1,0,0,0,3,0,1.0
U132412,1,0,1,0,0,12,1,0.0
U132431,1,1,0,0,0,0,0,1.0
U132463,1,2,0,1,0,5,0,1.0
U132658,1,1,0,0,0,4,0,1.0
U1327,1,1,0,0,0,20,0,1.0
U132705,1,1,0,2,0,26,3,1.0
U132719,1,1,0,1,0,3,0,1.0
U132777,1,1,0,0,0,4,1,1.0
U132853,1,1,0,0,0,4,0,1.0
U132857,1,1,0,4,0,10,0,1.0
U132859,1,1,0,1,0,1,0,1.0
U133029,1,1,0,0,0,3,0,1.0
U133136,1,1,0,4,0,47,4,1.0
U133171,1,1,0,0,0,1,0,1.0
U133232,1,1,0,0,0,0,0,1.0
U133243,1,1,0,0,0,2,0,1.0
U133282,1,1,0,0,0,33,5,1.0
U133326,1,1,0,0,0,0,0,1.0
U133393,1,1,0,0,0,2,0,1.0
U133433,1,1,0,1,0,0,0,1.0
U133476,1,1,0,0,0,0,0,1.0
U133498,1,2,1,0,1,31,0,0.6666666666666666
U133502,1,1,0,0,0,2,0,1.0
U133565,1,1,0,0,0,2,0,1.0
U133612,1,2,0,0,0,22,1,1.0
U133694,1,1,0,0,0,3,0,1.0
U133783,1,1,0,0,0,0,0,1.0
U13381,1,1,0,0,0,15,2,1.0
U133874,1,1,0,0,0,0,1,1.0
U133888,1,1,0,0,0,7,1,1.0
U13389,1,1,0,0,0,8,2,1.0
U133897,1,4,0,5,0,4,0,1.0
U133933,1,1,0,0,0,10,1,1.0
U133973,1,1,0,3,1,17,0,1.0
U133997,1,2,0,0,1,12,1,1.0
U13432,1,0,1,0,0,24,0,0.0
U134328,1,1,0,0,0,0,0,1.0
U134439,1,1,0,0,0,1,0,1.0
U134490,1,1,0,1,0,7,0,1.0
U134522,1,1,0,1,0,6,0,1.0
U134563,1,1,0,0,0,2,1,1.0
U13457,1,1,0,0,0,3,0,1.0
U134657,1,1,0,0,0,4,1,1.0
U134663,1,1,0,2,0,37,4,1.0
U134664,1,1,0,0,0,1,0,1.0
U134675,1,1,0,0,0,8,0,1.0
U134744,1,1,0,0,0,0,0,1.0
U134772,1,1,0,0,0,3,1,1.0
U134816,1,1,0,0,0,3,0,1.0
U134821,1,1,0,0,0,4,0,1.0
U134825,1,1,0,2,1,18,3,1.0
U134932,1,1,0,5,1,14,1,1.0
U134957,1,1,0,0,0,13,3,1.0
U134973,1,1,0,0,0,8,0,1.0
U13501,1,1,0,0,0,6,1,1.0
U135118,1,1,0,4,1,60,6,1.0
U135219,1,1,0,0,0,6,0,1.0
U135300,1,2,0,6,0,13,0,1.0
U135321,1,1,0,0,0,0,1,1.0
U135531,1,0,1,0,0,4,0,0.0
U135583,1,2,0,1,0,14,3,1.0
U135631,1,1,0,1,0,9,2,1.0
U135636,1,1,0,7,0,41,6,1.0
U13573,1,1,0,0,0,1,0,1.0
U135774,1,1,0,0,0,3,1,1.0
U135799,1,1,0,2,0,16,2,1.0
U135974,1,0,1,1,0,6,0,0.0
U13615,1,1,0,0,0,3,0,1.0
U136288,1,3,0,4,0,26,1,1.0
U136299,1,1,0,1,0,13,0,1.0
U136353,1,1,0,1,0,8,1,1.0
U136355,1,2,0,2,0,5,0,1.0
U136456,1,2,0,3,0,14,0,1.0
U136518,1,1,0,2,0,28,4,1.0
U136530,1,1,0,1,1,20,3,1.0
U13658,1,1,0,1,0,2,0,1.0
U13660,1,1,0,0,0,75,7,1.0
U136670,1,1,0,0,0,0,0,1.0
U136693,1,1,0,2,0,18,1,1.0
U13671,1,0,1,1,0,17,0,0.0
U136758,1,2,0,1,0,44,1,1.0
U13680,1,1,0,0,0,5,0,1.0
U136848,1,1,0,3,0,57,6,1.0
U13686,1,1,0,4,0,35,2,1.0
U137103,1,1,0,0,0,11,0,1.0
U137137,1,1,0,2,0,8,0,1.0
U137160,1,2,1,3,0,4,1,0.6666666666666666
U137205,1,1,0,0,0,3,0,1.0
U137223,1,1,0,1,0,6,1,1.0
U137277,1,1,0,0,0,2,0,1.0
U137349,1,1,0,0,0,2,0,1.0
U13746,1,0,1,1,1,13,0,0.0
U137498,1,1,0,0,0,1,0,1.0
U13756,1,1,0,0,0,5,1,1.0
U137584,1,1,1,2,0,16,3,0.5
U137685,1,1,0,0,0,0,0,1.0
U137798,1,3,0,0,0,2,0,1.0
U137840,1,1,0,1,0,1,0,1.0
U137927,1,1,0,0,0,12,0,1.0
U137931,1,1,0,2,0,7,0,1.0
U137966,1,1,0,0,0,9,0,1.0
U137976,1,1,0,1,0,0,1,1.0
U137997,1,1,0,3,0,8,1,1.0
U138003,1,1,0,0,0,9,0,1.0
U138020,1,1,0,3,0,57,3,1.0
U138068,1,1,0,2,0,8,2,1.0
U138123,1,1,0,0,0,6,0,1.0
U138146,1,1,0,0,0,0,0,1.0
U138228,1,1,0,1,0,1,0,1.0
U138287,1,1,0,1,0,5,0,1.0
U138323,1,2,0,1,0,10,1,1.0
U138358,1,1,0,0,0,0,0,1.0
U138563,1,1,0,2,0,15,1,1.0
U138618,1,1,0,0,0,2,0,1.0
U138676,1,1,0,0,0,9,0,1.0
