user,history_left_num,history_right_num,click_left_num,click_right_num,unclick_left_num,unclick_right_num,history_rate,u_group
U108122,2,0,0,0,1,0,1.0,1
U108242,1,0,1,0,56,3,1.0,1
U108264,1,0,0,0,9,1,1.0,1
U108347,1,0,0,0,1,0,1.0,1
U108358,1,0,0,0,1,0,1.0,1
U108454,1,0,1,0,16,2,1.0,1
U108522,4,0,0,0,4,2,1.0,1
U108577,3,0,9,2,36,3,1.0,1
U108627,1,0,0,0,1,0,1.0,1
U108645,1,0,0,0,32,6,1.0,1
U108763,3,0,2,0,48,5,1.0,1
U108811,1,0,1,0,4,1,1.0,1
U10896,1,0,0,0,32,1,1.0,1
U109034,1,0,0,0,9,4,1.0,1
U109050,1,0,0,0,7,0,1.0,1
U109118,1,0,0,0,0,0,1.0,1
U10916,1,0,0,0,0,0,1.0,1
U109226,1,0,0,0,17,0,1.0,1
U109242,1,0,3,0,11,2,1.0,1
U109268,1,0,0,0,10,3,1.0,1
U109292,1,0,1,0,3,0,1.0,1
U109360,1,0,0,0,24,1,1.0,1
U109448,1,0,0,0,7,3,1.0,1
U109470,2,0,1,0,25,3,1.0,1
U109477,1,0,0,0,7,0,1.0,1
U109493,2,0,0,0,15,3,1.0,1
U109500,1,0,0,0,0,0,1.0,1
U109533,1,0,0,0,0,0,1.0,1
U109608,1,0,7,0,28,4,1.0,1
U1097,1,0,3,0,47,5,1.0,1
U109735,1,0,1,0,21,2,1.0,1
U109834,1,0,2,0,22,2,1.0,1
U109851,2,0,2,0,2,1,1.0,1
U109876,1,0,9,0,26,8,1.0,1
U109953,1,0,0,0,1,1,1.0,1
U110010,1,0,4,2,80,13,1.0,1
U110039,1,0,2,0,23,1,1.0,1
U110072,1,0,0,0,1,0,1.0,1
U110204,1,0,0,0,0,0,1.0,1
U110222,1,0,3,0,43,5,1.0,1
U110240,1,0,5,0,47,6,1.0,1
U110261,1,0,0,0,2,0,1.0,1
U110319,3,0,2,0,10,3,1.0,1
U110327,1,0,3,0,25,5,1.0,1
U110337,1,0,0,0,0,0,1.0,1
U110338,1,0,0,0,24,0,1.0,1
U110341,1,0,7,1,55,7,1.0,1
U110364,1,0,1,0,9,0,1.0,1
U110430,1,0,1,0,3,1,1.0,1
U110461,1,0,2,0,14,2,1.0,1
U110524,1,0,1,0,9,1,1.0,1
U110550,1,1,3,0,5,1,0.5,1
U110597,1,0,1,2,10,0,1.0,1
U110643,1,0,7,0,57,7,1.0,1
U110696,1,0,0,0,0,0,1.0,1
U110853,1,0,0,0,6,3,1.0,1
U110964,1,0,4,1,19,3,1.0,1
U111024,1,0,2,0,14,1,1.0,1
U111063,1,0,0,0,3,0,1.0,1
U111194,0,1,1,0,7,1,0.0,0
U111302,0,1,1,0,2,2,0.0,0
U111462,1,0,0,0,4,2,1.0,1
U111471,0,1,0,1,52,5,0.0,0
U111482,1,0,1,0,59,5,1.0,1
U111508,1,0,4,2,34,3,1.0,1
U111532,1,0,3,0,53,3,1.0,1
U111567,2,0,3,0,25,2,1.0,1
U111577,1,0,0,0,3,0,1.0,1
U111610,1,0,0,0,9,2,1.0,1
U111670,1,0,0,0,5,0,1.0,1
U111724,3,0,4,1,45,4,1.0,1
U111781,1,0,0,0,5,0,1.0,1
U112,1,0,1,1,40,2,1.0,1
U112134,1,0,1,0,8,2,1.0,1
U112136,1,0,4,0,34,3,1.0,1
U112219,2,0,2,0,37,2,1.0,1
U112239,1,0,0,0,1,1,1.0,1
U112240,1,0,0,0,11,1,1.0,1
U112241,1,0,0,0,0,0,1.0,1
U112245,1,0,1,0,2,0,1.0,1
U112313,1,0,2,1,40,3,1.0,1
U112330,1,0,0,0,4,0,1.0,1
U112353,1,0,2,0,8,1,1.0,1
U112380,1,0,2,0,75,3,1.0,1
U112404,1,0,1,0,45,2,1.0,1
U112455,1,0,2,0,37,5,1.0,1
U112505,0,1,0,0,3,0,0.0,0
U112616,1,0,0,0,17,2,1.0,1
U112626,1,0,0,0,24,0,1.0,1
U112655,1,0,0,0,2,0,1.0,1
U112753,1,0,1,0,21,5,1.0,1
U112775,1,0,0,0,5,0,1.0,1
U1128,1,0,2,0,17,0,1.0,1
U112871,1,0,7,1,52,7,1.0,1
U11288,1,0,1,0,5,0,1.0,1
U11320,2,0,4,1,19,2,1.0,1
U113217,1,0,0,0,1,0,1.0,1
U113241,1,0,0,0,17,3,1.0,1
U113260,1,0,0,0,1,0,1.0,1
U113267,1,0,0,0,1,0,1.0,1
U113363,1,0,1,0,17,4,1.0,1
U113378,2,0,1,0,5,0,1.0,1
U113483,1,0,1,0,2,0,1.0,1
U11351,1,0,1,0,14,3,1.0,1
U11355,1,0,0,0,44,5,1.0,1
U113552,1,0,2,0,0,0,1.0,1
U113570,1,0,1,0,7,2,1.0,1
U113573,1,0,2,1,8,1,1.0,1
U113717,0,2,0,0,0,0,0.0,0
U113730,1,0,2,0,10,0,1.0,1
U113757,1,0,1,0,2,0,1.0,1
U113780,1,0,0,0,3,0,1.0,1
U11382,1,0,0,0,0,0,1.0,1
U113945,1,0,3,0,23,2,1.0,1
U113953,1,0,0,0,4,3,1.0,1
U114032,1,0,0,2,24,6,1.0,1
U11404,1,0,0,0,2,1,1.0,1
U11421,1,0,0,0,4,2,1.0,1
U114265,1,0,0,1,11,2,1.0,1
U114277,1,0,2,0,8,0,1.0,1
U114292,1,0,2,0,13,0,1.0,1
U114293,0,1,1,0,36,3,0.0,0
U114459,1,0,0,0,9,4,1.0,1
U11452,0,1,1,1,10,1,0.0,0
U114533,1,0,0,1,0,0,1.0,1
U114558,1,0,0,0,24,1,1.0,1
U114614,1,0,4,0,30,7,1.0,1
U114774,1,0,0,0,2,0,1.0,1
U11491,1,0,0,0,0,0,1.0,1
U114934,1,0,0,0,23,4,1.0,1
U114940,1,0,1,0,14,2,1.0,1
U115052,1,0,0,0,1,0,1.0,1
U115088,0,1,0,0,5,0,0.0,0
U115137,1,0,5,3,32,3,1.0,1
U11519,1,0,3,0,17,2,1.0,1
U115209,0,1,0,0,26,8,0.0,0
U115286,1,0,1,0,2,0,1.0,1
U115327,1,0,0,0,8,0,1.0,1
U115337,1,0,0,0,0,0,1.0,1
U115410,1,0,1,0,1,0,1.0,1
U115431,1,0,1,0,25,5,1.0,1
U115498,1,0,1,0,18,3,1.0,1
U115505,2,0,5,1,15,1,1.0,1
U115542,1,0,6,1,59,10,1.0,1
U115560,1,0,0,0,2,2,1.0,1
U115570,1,0,1,0,13,0,1.0,1
U115578,0,1,3,0,5,1,0.0,0
U115605,1,0,1,0,20,4,1.0,1
U115650,1,0,0,0,7,0,1.0,1
U11570,1,0,1,0,12,0,1.0,1
U115732,1,0,0,0,0,0,1.0,1
U115795,1,0,0,0,6,2,1.0,1
U116113,1,0,1,0,25,5,1.0,1
U116286,1,0,0,1,26,4,1.0,1
U116432,2,0,4,1,17,8,1.0,1
U11647,3,0,3,0,23,5,1.0,1
U11648,1,0,0,0,0,0,1.0,1
U116537,1,0,1,0,18,2,1.0,1
U116567,2,0,3,0,16,2,1.0,1
U116573,1,0,0,0,19,1,1.0,1
U116672,1,0,1,0,10,3,1.0,1
U116694,1,0,0,0,5,1,1.0,1
U116757,1,0,0,0,13,4,1.0,1
U11690,2,0,1,0,18,1,1.0,1
U116927,1,0,4,0,34,10,1.0,1
U117000,2,0,2,0,8,0,1.0,1
U117047,1,0,3,0,10,0,1.0,1
U117297,1,0,0,0,1,1,1.0,1
U11730,1,0,5,0,68,8,1.0,1
U117308,1,0,0,0,1,0,1.0,1
U117524,1,0,0,0,4,0,1.0,1
U117590,0,1,1,0,26,2,0.0,0
U117627,1,0,3,0,12,1,1.0,1
U117664,1,0,0,0,6,1,1.0,1
U117678,1,0,0,0,19,0,1.0,1
U117683,2,0,2,0,22,4,1.0,1
U11780,1,0,1,0,10,2,1.0,1
U117882,1,0,3,0,64,5,1.0,1
U11791,1,0,1,0,17,2,1.0,1
U117940,1,0,1,0,20,1,1.0,1
U118187,1,0,0,0,4,0,1.0,1
U118401,1,0,2,0,38,0,1.0,1
U118408,1,0,2,0,7,1,1.0,1
U118428,1,0,3,0,18,1,1.0,1
U118455,1,0,2,0,1,1,1.0,1
U118486,1,0,0,0,8,2,1.0,1
U118491,1,1,0,0,26,2,0.5,1
U118505,1,0,3,1,31,5,1.0,1
U118645,1,0,2,0,0,0,1.0,1
U11876,3,0,16,0,39,1,1.0,1
U118761,1,0,2,0,16,2,1.0,1
U118808,1,0,2,0,27,5,1.0,1
U118870,1,0,0,0,5,2,1.0,1
U118897,2,0,4,1,146,11,1.0,1
U1189,1,0,0,0,1,0,1.0,1
U118921,1,0,0,0,14,0,1.0,1
U118952,3,0,6,0,25,6,1.0,1
U11907,1,0,0,0,19,3,1.0,1
U119215,1,0,0,0,4,2,1.0,1
U119239,1,0,1,0,36,2,1.0,1
U11928,1,0,0,0,1,0,1.0,1
U119312,1,0,0,0,2,2,1.0,1
U119317,1,0,1,0,31,4,1.0,1
U119434,1,0,2,0,12,1,1.0,1
U119450,1,0,0,0,4,1,1.0,1
U119516,1,0,0,0,1,0,1.0,1
U119587,1,0,2,0,77,9,1.0,1
U119620,2,0,0,0,3,1,1.0,1
U119629,1,0,2,0,9,0,1.0,1
U119682,1,0,0,0,3,0,1.0,1
U119805,1,0,2,0,10,2,1.0,1
U119820,1,0,1,0,5,0,1.0,1
U119999,1,0,4,0,21,3,1.0,1
U120032,1,0,0,0,2,1,1.0,1
U120071,1,0,2,1,23,1,1.0,1
U120086,1,0,3,0,14,2,1.0,1
U120090,1,0,2,0,44,1,1.0,1
U120161,2,0,1,0,9,0,1.0,1
U120200,0,1,0,0,15,1,0.0,0
U12023,1,0,8,0,27,1,1.0,1
U120255,1,0,0,0,2,1,1.0,1
U120262,1,0,0,0,11,0,1.0,1
U120291,1,0,0,0,2,0,1.0,1
U120401,1,0,0,0,0,0,1.0,1
U120431,1,0,5,0,91,2,1.0,1
U120495,1,0,10,2,54,10,1.0,1
U120562,1,0,1,0,14,2,1.0,1
U120643,1,0,0,0,5,0,1.0,1
U120644,1,0,1,0,8,1,1.0,1
U120661,2,0,2,0,7,2,1.0,1
U120702,1,0,2,0,26,1,1.0,1
U120841,1,0,1,0,26,3,1.0,1
U120848,1,0,0,0,4,1,1.0,1
U120899,1,0,0,0,14,1,1.0,1
U120959,1,0,6,1,45,5,1.0,1
U120967,1,0,0,0,2,0,1.0,1
U121067,1,0,0,0,2,0,1.0,1
U12109,1,0,3,2,12,0,1.0,1
U121132,1,0,0,0,17,1,1.0,1
U121192,1,0,0,0,16,1,1.0,1
U121342,1,0,0,0,45,3,1.0,1
U121349,1,0,0,0,0,0,1.0,1
U121400,1,0,0,0,0,0,1.0,1
U121412,1,0,1,0,5,2,1.0,1
U121506,1,0,0,0,4,2,1.0,1
U121528,1,0,1,0,0,0,1.0,1
U121611,1,0,0,0,0,0,1.0,1
U121633,1,0,1,1,11,0,1.0,1
U121671,6,0,2,1,41,6,1.0,1
U121835,1,0,1,1,18,1,1.0,1
U121883,2,0,0,0,8,2,1.0,1
U121898,1,0,2,0,4,1,1.0,1
U121902,0,1,2,1,8,2,0.0,0
U121938,0,1,1,0,9,3,0.0,0
U121982,1,0,1,0,99,20,1.0,1
U122030,1,0,0,0,1,0,1.0,1
U12220,1,0,10,0,16,4,1.0,1
U122287,1,0,1,0,1,0,1.0,1
U122304,1,0,5,0,22,0,1.0,1
U122502,1,0,3,0,30,3,1.0,1
U122563,1,0,1,0,5,2,1.0,1
U122664,1,0,1,0,0,0,1.0,1
U122748,0,1,4,0,8,1,0.0,0
U122751,1,0,0,0,1,1,1.0,1
U122781,1,0,1,0,38,4,1.0,1
U122793,1,0,0,0,4,2,1.0,1
U12281,1,0,1,0,72,6,1.0,1
U122815,1,0,2,0,20,2,1.0,1
U122864,1,0,0,0,12,0,1.0,1
U122884,1,0,0,0,3,1,1.0,1
U122917,1,0,1,0,5,2,1.0,1
U122933,1,0,7,0,57,9,1.0,1
U12298,1,0,12,0,86,8,1.0,1
U122983,1,0,0,0,7,0,1.0,1
U122985,1,0,0,0,23,1,1.0,1
U123013,2,0,0,0,7,6,1.0,1
U123094,1,0,2,0,7,0,1.0,1
U12312,1,0,2,0,10,0,1.0,1
U123143,1,0,5,1,32,3,1.0,1
U123152,1,0,0,0,6,0,1.0,1
U123327,1,0,0,0,0,0,1.0,1
U123363,1,0,0,0,0,0,1.0,1
U123366,1,0,0,0,21,2,1.0,1
U123385,1,0,0,0,15,1,1.0,1
U12339,1,0,0,0,5,0,1.0,1
U123465,1,0,3,0,7,1,1.0,1
U123565,1,0,0,0,3,0,1.0,1
U123651,1,0,0,0,28,2,1.0,1
U123668,1,0,1,1,13,1,1.0,1
U12372,1,0,0,0,3,0,1.0,1
U123754,1,0,0,0,4,0,1.0,1
U123829,3,0,12,2,49,3,1.0,1
U123872,1,0,1,0,7,0,1.0,1
U123974,1,0,0,0,9,0,1.0,1
U124040,1,0,0,0,5,0,1.0,1
U124137,0,1,0,0,2,0,0.0,0
U124222,1,0,1,0,7,0,1.0,1
U124264,1,0,0,0,5,0,1.0,1
U124269,1,0,0,0,6,0,1.0,1
U124327,1,0,0,0,1,0,1.0,1
U124634,1,0,0,0,6,0,1.0,1
U124721,1,0,0,0,2,0,1.0,1
U1249,1,0,0,0,33,2,1.0,1
U124941,1,0,0,0,2,0,1.0,1
U124988,1,0,0,0,0,0,1.0,1
U125016,1,0,5,0,45,5,1.0,1
U125040,1,0,1,0,4,0,1.0,1
U125060,1,0,2,0,9,4,1.0,1
U125117,1,0,0,1,18,0,1.0,1
U12512,1,0,0,1,9,1,1.0,1
U12519,1,0,1,0,9,0,1.0,1
U125211,1,0,3,0,19,1,1.0,1
U125221,1,0,0,0,6,0,1.0,1
U125233,2,0,1,1,17,0,1.0,1
U125252,4,0,2,0,61,4,1.0,1
U125347,1,0,0,0,0,0,1.0,1
U125464,2,0,1,0,7,0,1.0,1
U12548,1,0,1,0,4,2,1.0,1
U125518,2,0,1,0,8,1,1.0,1
U125523,1,0,1,0,43,6,1.0,1
U125567,1,0,1,0,9,0,1.0,1
U125663,0,1,0,0,3,0,0.0,0
U125728,1,0,1,0,2,0,1.0,1
U125849,1,0,0,0,0,0,1.0,1
U125917,2,0,0,0,9,1,1.0,1
U125990,1,0,1,0,5,0,1.0,1
U126008,1,0,4,0,30,3,1.0,1
U126032,1,0,0,0,4,0,1.0,1
U126057,1,0,3,1,47,4,1.0,1
U126205,1,0,3,2,21,1,1.0,1
U126301,1,0,2,1,45,6,1.0,1
U126573,1,1,0,0,0,0,0.5,1
U126687,1,0,1,0,18,4,1.0,1
U126693,2,0,0,0,0,0,1.0,1
U126696,1,0,3,0,160,16,1.0,1
U126720,1,0,0,0,1,0,1.0,1
U126747,1,0,1,0,17,1,1.0,1
U126807,1,0,0,0,0,0,1.0,1
U126826,0,1,1,0,12,3,0.0,0
U126869,1,0,2,1,24,3,1.0,1
U126891,1,0,0,0,19,10,1.0,1
U126996,1,0,1,0,2,0,1.0,1
U127067,1,0,1,1,18,3,1.0,1
U12709,1,1,6,1,52,7,0.5,1
U127094,1,0,0,0,81,4,1.0,1
U127186,1,0,0,0,0,0,1.0,1
U127191,1,0,2,0,49,4,1.0,1
U127227,1,0,0,0,3,1,1.0,1
U127243,1,0,0,0,12,3,1.0,1
U127254,1,0,4,1,41,5,1.0,1
U127376,1,0,4,1,50,8,1.0,1
U127461,1,0,2,0,80,12,1.0,1
U127478,1,0,3,0,28,5,1.0,1
U12767,1,0,1,0,21,3,1.0,1
U12776,1,0,0,0,4,0,1.0,1
U12779,1,0,1,0,45,2,1.0,1
U127833,1,0,0,0,8,3,1.0,1
U127870,1,0,0,0,2,1,1.0,1
U127928,1,0,0,0,10,1,1.0,1
U127958,1,0,1,0,0,0,1.0,1
U127973,1,0,1,0,12,1,1.0,1
U127994,1,0,2,0,11,0,1.0,1
U128040,1,0,0,0,0,0,1.0,1
U128112,1,0,0,0,1,0,1.0,1
U128128,1,0,0,0,2,0,1.0,1
U128166,2,0,4,0,68,4,1.0,1
U128201,1,0,0,1,10,2,1.0,1
U128221,1,0,3,0,46,4,1.0,1
U12823,1,0,0,0,0,0,1.0,1
U128254,1,0,0,0,1,1,1.0,1
U128302,1,0,0,0,1,0,1.0,1
U12837,1,0,0,0,1,0,1.0,1
U128389,1,0,0,0,2,0,1.0,1
U128476,2,0,1,0,32,5,1.0,1
U128557,2,0,2,0,19,3,1.0,1
U12863,1,0,1,0,15,4,1.0,1
U128719,1,0,0,0,6,1,1.0,1
U128804,1,0,0,0,7,1,1.0,1
U128859,1,0,4,1,36,2,1.0,1
U128894,1,0,4,1,19,1,1.0,1
U129041,1,0,0,0,40,4,1.0,1
U129052,1,0,4,0,8,1,1.0,1
U129059,1,0,10,2,38,3,1.0,1
U129065,1,0,1,0,14,1,1.0,1
U129142,0,1,2,1,15,2,0.0,0
U129164,1,0,0,0,4,0,1.0,1
U129184,1,0,0,0,6,4,1.0,1
U129192,1,0,0,0,8,3,1.0,1
U129203,2,0,3,1,12,0,1.0,1
U129226,1,0,2,1,16,4,1.0,1
U129290,1,0,1,0,41,7,1.0,1
U129421,1,1,0,0,4,0,0.5,1
U129453,1,0,1,1,30,5,1.0,1
U129460,1,0,2,0,17,0,1.0,1
U129461,2,0,3,0,25,2,1.0,1
U129472,1,0,1,0,26,5,1.0,1
U129488,1,0,0,0,7,2,1.0,1
U129505,1,0,1,0,9,0,1.0,1
U129528,1,0,1,0,2,1,1.0,1
U12962,1,0,0,0,9,0,1.0,1
U129669,1,0,0,0,20,2,1.0,1
U129741,1,0,1,0,19,1,1.0,1
U12979,1,0,19,3,39,2,1.0,1
U129898,1,0,1,1,31,3,1.0,1
U129997,1,0,0,0,1,0,1.0,1
U129998,1,0,3,1,42,5,1.0,1
U130130,1,0,0,0,2,1,1.0,1
U130162,1,0,1,0,9,1,1.0,1
U13021,1,0,1,0,23,2,1.0,1
U130256,1,0,0,0,0,0,1.0,1
U130261,2,0,2,0,3,1,1.0,1
U130277,1,0,0,0,29,0,1.0,1
U13033,1,0,0,0,7,0,1.0,1
U130334,1,0,0,0,50,7,1.0,1
U130380,2,0,1,0,1,0,1.0,1
U130418,1,0,0,0,3,1,1.0,1
U130427,1,0,1,0,9,1,1.0,1
U130520,1,0,0,0,1,0,1.0,1
U130571,1,0,7,0,17,2,1.0,1
U130587,1,0,0,0,2,0,1.0,1
U130667,1,0,1,0,2,0,1.0,1
U130710,2,0,8,1,48,7,1.0,1
U130718,2,0,1,1,8,4,1.0,1
U130719,1,0,0,0,18,1,1.0,1
U130771,1,0,0,0,12,1,1.0,1
U13091,0,1,0,0,2,0,0.0,0
U131011,1,0,0,0,18,5,1.0,1
U131048,1,0,0,0,26,2,1.0,1
U13105,0,1,0,0,2,1,0.0,0
U13108,1,0,0,0,2,1,1.0,1
U131081,0,1,0,0,24,6,0.0,0
U131184,1,0,1,2,6,0,1.0,1
U13119,1,0,1,0,0,0,1.0,1
U131208,2,0,3,1,54,6,1.0,1
U131391,1,0,0,0,18,1,1.0,1
U131396,4,0,0,0,6,1,1.0,1
U13143,1,0,0,0,2,0,1.0,1
U131434,1,0,1,0,10,4,1.0,1
U131471,1,0,0,0,3,0,1.0,1
U131528,1,0,1,0,6,1,1.0,1
U131708,1,0,0,1,3,2,1.0,1
U131809,1,0,28,1,92,8,1.0,1
U131829,1,1,4,0,29,2,0.5,1
U131899,0,1,0,0,9,1,0.0,0
U132113,1,0,1,0,16,2,1.0,1
U132253,1,0,0,0,13,1,1.0,1
U132278,2,0,3,0,7,0,1.0,1
U132403,1,0,0,0,9,1,1.0,1
U132412,0,1,0,0,14,2,0.0,0
U132431,1,0,0,0,0,0,1.0,1
U132463,2,0,1,0,5,0,1.0,1
U132584,1,0,0,0,28,4,1.0,1
U132658,1,0,0,0,5,0,1.0,1
U1327,1,0,0,0,28,0,1.0,1
U132705,1,0,2,1,70,9,1.0,1
U132719,1,0,2,0,7,1,1.0,1
U132777,1,0,0,0,7,2,1.0,1
U132853,1,0,0,1,7,1,1.0,1
U132857,1,0,4,0,10,0,1.0,1
U132859,1,0,1,0,1,0,1.0,1
U133029,1,0,0,0,4,1,1.0,1
U133136,1,0,7,0,79,5,1.0,1
U133171,1,0,0,0,2,0,1.0,1
U133232,1,0,0,0,1,1,1.0,1
U133243,1,0,0,0,3,0,1.0,1
U133282,1,0,0,0,60,5,1.0,1
U133323,1,0,0,0,11,2,1.0,1
U133326,1,0,0,0,0,0,1.0,1
U133393,1,0,0,0,9,1,1.0,1
U133433,1,0,2,0,6,1,1.0,1
U133476,1,0,0,0,0,0,1.0,1
