user,t_group,history_left_num,history_right_num,click_left_num,click_right_num,unclick_left_num,unclick_right_num,history_rate
U103775,0,1,0,1,1,4,0,1.0
U103784,0,1,0,0,0,4,1,1.0
U103909,0,1,0,5,0,16,5,1.0
U103917,0,1,0,0,0,5,3,1.0
U103946,0,1,0,0,0,4,0,1.0
U103951,0,1,0,1,0,3,2,1.0
U103973,0,1,0,0,0,1,1,1.0
U104246,0,1,0,2,0,2,0,1.0
U104390,0,1,0,2,0,1,1,1.0
U104410,0,1,0,0,1,4,1,1.0
U104413,0,1,0,0,0,15,3,1.0
U104417,0,1,0,0,0,8,2,1.0
U104508,0,1,0,0,0,0,0,1.0
U104527,0,1,0,2,0,29,4,1.0
U104573,0,1,0,0,0,2,0,1.0
U104751,0,5,0,14,2,24,3,1.0
U104790,0,1,0,0,0,2,2,1.0
U104798,0,1,0,1,0,0,0,1.0
U104820,0,1,0,2,0,8,3,1.0
U104838,0,1,0,0,0,36,4,1.0
U104841,0,1,0,1,0,1,0,1.0
U105015,0,1,0,2,0,13,0,1.0
U105109,0,1,0,2,2,4,0,1.0
U105114,0,1,0,0,0,3,0,1.0
U105221,0,1,0,0,0,2,1,1.0
U105318,0,1,0,1,0,0,0,1.0
U105439,0,1,0,0,0,4,0,1.0
U105447,0,0,1,0,0,2,0,0.0
U105475,0,1,0,3,0,4,0,1.0
U10550,0,1,1,0,0,1,0,0.5
U105516,0,4,0,3,0,9,3,1.0
U105613,0,1,0,0,0,11,3,1.0
U105616,0,1,0,1,0,8,1,1.0
U105640,0,1,0,1,0,1,2,1.0
U10570,0,1,0,0,0,3,1,1.0
U105878,0,1,0,2,0,30,3,1.0
U105892,0,1,0,1,0,16,5,1.0
U105910,0,1,0,0,0,23,9,1.0
U105930,0,1,0,0,0,8,0,1.0
U106035,0,4,0,1,0,3,0,1.0
U106037,0,3,0,6,0,15,2,1.0
U106054,0,1,0,0,0,4,0,1.0
U106077,0,1,0,0,0,1,0,1.0
U10613,0,1,0,0,0,0,0,1.0
U106141,0,1,0,0,1,6,2,1.0
U106243,0,1,0,0,0,1,0,1.0
U106429,0,2,0,2,0,31,7,1.0
U10644,0,1,0,0,0,7,1,1.0
U10647,0,1,0,0,0,6,2,1.0
U106472,0,4,0,3,1,10,4,1.0
U106492,0,1,0,1,0,16,1,1.0
U106493,0,1,0,0,0,2,1,1.0
U106555,0,1,0,3,0,3,0,1.0
U106557,0,2,0,1,0,6,2,1.0
U106562,0,1,0,0,3,8,0,1.0
U106566,0,1,0,0,0,5,0,1.0
U106599,0,1,0,3,1,11,1,1.0
U106762,0,1,0,0,0,8,2,1.0
U106806,0,1,0,0,0,0,0,1.0
U106913,0,1,0,2,0,15,0,1.0
U106914,0,1,0,0,0,1,0,1.0
U106980,0,1,0,0,0,2,0,1.0
U106994,0,0,1,1,1,17,3,0.0
U107004,0,0,1,0,0,1,0,0.0
U10706,0,1,0,0,0,18,0,1.0
U107107,0,1,0,0,0,7,0,1.0
U107109,0,1,0,0,0,30,4,1.0
U107312,0,1,0,0,0,1,0,1.0
U107314,0,1,0,0,0,10,1,1.0
U10741,0,1,0,0,0,10,0,1.0
U107446,0,1,0,2,0,3,0,1.0
U107529,0,1,0,0,0,11,2,1.0
U107591,0,1,0,3,0,26,4,1.0
U107790,0,2,1,1,0,13,0,0.6666666666666666
U107879,0,1,0,0,0,17,5,1.0
U107880,0,1,0,0,0,15,2,1.0
U107897,0,1,0,1,0,6,1,1.0
U108084,0,2,0,0,0,5,0,1.0
U108122,0,2,0,0,0,1,0,1.0
U108242,0,1,0,1,0,21,1,1.0
U108264,0,1,0,0,0,3,1,1.0
U108347,0,1,0,0,0,0,0,1.0
U108358,0,1,0,0,0,1,0,1.0
U108454,0,1,0,0,0,7,2,1.0
U108522,0,4,0,0,0,2,2,1.0
U108577,0,3,0,6,2,18,2,1.0
U108627,0,1,0,0,0,0,0,1.0
U108645,0,1,0,0,0,8,4,1.0
U108763,0,3,0,1,0,14,0,1.0
U108811,0,1,0,1,0,0,1,1.0
U10896,0,1,0,0,0,24,1,1.0
U109034,0,1,0,0,0,9,4,1.0
U109050,0,1,0,0,0,7,0,1.0
U109118,0,1,0,0,0,0,0,1.0
U109226,0,1,0,0,0,9,0,1.0
U109242,0,1,0,2,0,6,1,1.0
U109292,0,1,0,0,0,1,0,1.0
U109360,0,1,0,0,0,9,1,1.0
U109448,0,1,0,0,0,4,3,1.0
U109470,0,2,0,1,0,13,2,1.0
U109477,0,1,0,0,0,3,0,1.0
U109493,0,2,0,0,0,8,2,1.0
U109500,0,1,0,0,0,0,0,1.0
U109608,0,1,0,2,0,11,2,1.0
U1097,0,1,0,2,0,21,5,1.0
U109735,0,1,0,1,0,13,1,1.0
U109834,0,1,0,1,0,6,0,1.0
U109851,0,2,0,0,0,1,1,1.0
U109876,0,1,0,5,0,19,7,1.0
U109953,0,1,0,0,0,0,0,1.0
U110010,0,1,0,3,2,59,12,1.0
U110039,0,1,0,0,0,4,1,1.0
U110072,0,1,0,0,0,1,0,1.0
U110222,0,1,0,2,0,27,3,1.0
U110240,0,1,0,2,0,22,0,1.0
U110261,0,1,0,0,0,2,0,1.0
U110319,0,3,0,2,0,8,3,1.0
U110327,0,1,0,1,0,7,2,1.0
U110337,0,1,0,0,0,0,0,1.0
U110338,0,1,0,0,0,16,0,1.0
U110341,0,1,0,4,1,30,5,1.0
U110364,0,1,0,1,0,9,0,1.0
U110430,0,1,0,0,0,1,1,1.0
U110461,0,1,0,0,0,3,1,1.0
U110524,0,1,0,1,0,1,0,1.0
U110550,0,1,1,0,0,0,1,0.5
U110597,0,1,0,1,2,10,0,1.0
U110643,0,1,0,5,0,39,7,1.0
U110696,0,1,0,0,0,0,0,1.0
U110853,0,1,0,0,0,6,3,1.0
U110964,0,1,0,0,0,6,1,1.0
U111063,0,1,0,0,0,0,0,1.0
U111302,0,0,1,1,0,2,2,0.0
U111462,0,1,0,0,0,3,1,1.0
U111471,0,0,1,0,0,8,1,0.0
U111482,0,1,0,1,0,31,1,1.0
U111508,0,1,0,1,0,7,0,1.0
U111532,0,1,0,0,0,22,1,1.0
U111577,0,1,0,0,0,3,0,1.0
U111610,0,1,0,0,0,4,1,1.0
U111724,0,3,0,3,0,29,3,1.0
U111781,0,1,0,0,0,5,0,1.0
U112,0,1,0,0,1,19,2,1.0
U112134,0,1,0,0,0,2,1,1.0
U112136,0,1,0,1,0,23,3,1.0
U112219,0,2,0,0,0,19,1,1.0
U112239,0,1,0,0,0,1,1,1.0
U112245,0,1,0,1,0,0,0,1.0
U112313,0,1,0,1,1,14,1,1.0
U112330,0,1,0,0,0,4,0,1.0
U112353,0,1,0,0,0,0,0,1.0
U112380,0,1,0,0,0,39,3,1.0
U112404,0,1,0,1,0,18,1,1.0
U112455,0,1,0,2,0,12,4,1.0
U112505,0,0,1,0,0,3,0,0.0
U112616,0,1,0,0,0,8,2,1.0
U112626,0,1,0,0,0,4,0,1.0
U112775,0,1,0,0,0,3,0,1.0
U1128,0,1,0,1,0,7,0,1.0
U112871,0,1,0,4,1,18,6,1.0
U11288,0,1,0,0,0,4,0,1.0
U11320,0,2,0,0,0,5,0,1.0
U113217,0,1,0,0,0,1,0,1.0
U113241,0,1,0,0,0,15,3,1.0
U113260,0,1,0,0,0,1,0,1.0
U113363,0,1,0,1,0,15,4,1.0
U113378,0,2,0,1,0,2,0,1.0
U113483,0,1,0,0,0,0,0,1.0
U11351,0,1,0,0,0,7,1,1.0
U11355,0,1,0,0,0,19,4,1.0
U113552,0,1,0,2,0,0,0,1.0
U113570,0,1,0,1,0,7,2,1.0
U113573,0,1,0,1,1,3,1,1.0
U113717,0,0,2,0,0,0,0,0.0
U113730,0,1,0,1,0,4,0,1.0
U113780,0,1,0,0,0,3,0,1.0
U11382,0,1,0,0,0,0,0,1.0
U113945,0,1,0,2,0,14,1,1.0
U113953,0,1,0,0,0,4,3,1.0
U114032,0,1,0,0,0,7,1,1.0
U11404,0,1,0,0,0,2,1,1.0
U114265,0,1,0,0,1,11,2,1.0
U114277,0,1,0,2,0,8,0,1.0
U114292,0,1,0,1,0,8,0,1.0
U114293,0,0,1,0,0,13,0,0.0
U114459,0,1,0,0,0,9,4,1.0
U11452,0,0,1,0,1,4,1,0.0
U114558,0,1,0,0,0,8,0,1.0
U114614,0,1,0,4,0,26,7,1.0
U114774,0,1,0,0,0,2,0,1.0
U114940,0,1,0,1,0,11,2,1.0
U115088,0,0,1,0,0,1,0,0.0
U115137,0,1,0,0,1,3,1,1.0
U11519,0,1,0,1,0,12,1,1.0
U115209,0,0,1,0,0,16,5,0.0
U115286,0,1,0,1,0,0,0,1.0
U115410,0,1,0,0,0,0,0,1.0
U115431,0,1,0,0,0,9,1,1.0
U115498,0,1,0,0,0,13,2,1.0
U115505,0,2,0,1,1,2,1,1.0
U115542,0,1,0,3,0,19,6,1.0
U115560,0,1,0,0,0,2,2,1.0
U115570,0,1,0,0,0,0,0,1.0
U115578,0,0,1,2,0,3,0,0.0
U115605,0,1,0,0,0,2,1,1.0
U115650,0,1,0,0,0,0,0,1.0
U11570,0,1,0,1,0,12,0,1.0
U115732,0,1,0,0,0,0,0,1.0
U116113,0,1,0,0,0,17,5,1.0
U116286,0,1,0,0,0,11,1,1.0
U116432,0,2,0,4,1,17,8,1.0
U11647,0,3,0,2,0,11,5,1.0
U11648,0,1,0,0,0,0,0,1.0
U116537,0,1,0,1,0,5,2,1.0
U116567,0,2,0,1,0,9,2,1.0
U116573,0,1,0,0,0,7,1,1.0
U116672,0,1,0,1,0,9,2,1.0
U116757,0,1,0,0,0,5,2,1.0
U11690,0,2,0,0,0,0,0,1.0
U116927,0,1,0,2,0,16,7,1.0
U117000,0,2,0,2,0,5,0,1.0
U117047,0,1,0,2,0,3,0,1.0
U11730,0,1,0,1,0,7,1,1.0
U117308,0,1,0,0,0,1,0,1.0
U117524,0,1,0,0,0,1,0,1.0
U117590,0,0,1,1,0,14,2,0.0
U117627,0,1,0,0,0,2,1,1.0
U117678,0,1,0,0,0,2,0,1.0
U117683,0,2,0,0,0,5,2,1.0
U11780,0,1,0,0,0,9,2,1.0
U117882,0,1,0,2,0,34,4,1.0
U11791,0,1,0,0,0,2,0,1.0
U117940,0,1,0,1,0,8,1,1.0
U118187,0,1,0,0,0,0,0,1.0
U118401,0,1,0,1,0,21,0,1.0
U118408,0,1,0,0,0,0,0,1.0
U118428,0,1,0,2,0,5,1,1.0
U118455,0,1,0,1,0,1,1,1.0
U118486,0,1,0,0,0,3,2,1.0
U118491,0,1,1,0,0,0,0,0.5
U118505,0,1,0,2,0,13,2,1.0
U118645,0,1,0,2,0,0,0,1.0
U118761,0,1,0,1,0,8,0,1.0
U118808,0,1,0,2,0,18,2,1.0
U118870,0,1,0,0,0,2,2,1.0
U118897,0,2,0,2,1,78,8,1.0
U118921,0,1,0,0,0,9,0,1.0
U118952,0,3,0,6,0,25,6,1.0
U11907,0,1,0,0,0,17,3,1.0
U119239,0,1,0,1,0,22,1,1.0
U11928,0,1,0,0,0,1,0,1.0
U119312,0,1,0,0,0,1,2,1.0
U119317,0,1,0,1,0,31,4,1.0
U119434,0,1,0,2,0,3,1,1.0
U119450,0,1,0,0,0,4,1,1.0
U119516,0,1,0,0,0,1,0,1.0
U119587,0,1,0,1,0,17,3,1.0
U119620,0,2,0,0,0,3,1,1.0
U119629,0,1,0,0,0,2,0,1.0
U119682,0,1,0,0,0,3,0,1.0
U119805,0,1,0,0,0,6,2,1.0
U119820,0,1,0,0,0,2,0,1.0
U119999,0,1,0,3,0,18,3,1.0
U120032,0,1,0,0,0,1,1,1.0
U120071,0,1,0,0,0,8,0,1.0
U120086,0,1,0,3,0,14,2,1.0
U120090,0,1,0,0,0,3,0,1.0
U120161,0,2,0,0,0,6,0,1.0
U120200,0,0,1,0,0,2,0,0.0
U12023,0,1,0,5,0,5,1,1.0
U120255,0,1,0,0,0,2,1,1.0
U120291,0,1,0,0,0,1,0,1.0
U120401,0,1,0,0,0,0,0,1.0
U120431,0,1,0,2,0,47,2,1.0
U120495,0,1,0,8,2,26,8,1.0
U120562,0,1,0,0,0,3,0,1.0
U120643,0,1,0,0,0,0,0,1.0
U120644,0,1,0,1,0,4,1,1.0
U120661,0,2,0,2,0,7,2,1.0
U120702,0,1,0,1,0,14,1,1.0
U120841,0,1,0,0,0,5,1,1.0
U120899,0,1,0,0,0,8,1,1.0
U120959,0,1,0,0,0,1,0,1.0
U121067,0,1,0,0,0,0,0,1.0
U12109,0,1,0,2,1,11,0,1.0
U121132,0,1,0,0,0,8,0,1.0
U121192,0,1,0,0,0,11,1,1.0
U121342,0,1,0,0,0,28,1,1.0
U121349,0,1,0,0,0,0,0,1.0
U121400,0,1,0,0,0,0,0,1.0
U121412,0,1,0,1,0,1,2,1.0
U121506,0,1,0,0,0,4,2,1.0
U121528,0,1,0,1,0,0,0,1.0
U121611,0,1,0,0,0,0,0,1.0
U121633,0,1,0,0,1,11,0,1.0
U121671,0,6,0,2,1,39,6,1.0
U121835,0,1,0,1,0,4,0,1.0
U121883,0,2,0,0,0,2,1,1.0
U121898,0,1,0,2,0,4,1,1.0
U121902,0,0,1,2,0,4,2,0.0
U121938,0,0,1,0,0,6,3,0.0
U121982,0,1,0,0,0,39,10,1.0
U122030,0,1,0,0,0,1,0,1.0
U12220,0,1,0,3,0,7,1,1.0
U122287,0,1,0,1,0,0,0,1.0
U122304,0,1,0,1,0,10,0,1.0
U122502,0,1,0,2,0,14,3,1.0
U122563,0,1,0,1,0,5,2,1.0
U122748,0,0,1,1,0,2,1,0.0
U122751,0,1,0,0,0,0,1,1.0
U122781,0,1,0,1,0,24,4,1.0
U122793,0,1,0,0,0,2,1,1.0
U122815,0,1,0,1,0,1,0,1.0
U122917,0,1,0,1,0,3,1,1.0
U122933,0,1,0,3,0,26,3,1.0
U12298,0,1,0,4,0,39,5,1.0
U122983,0,1,0,0,0,1,0,1.0
U122985,0,1,0,0,0,18,1,1.0
U123013,0,2,0,0,0,3,1,1.0
U123094,0,1,0,1,0,1,0,1.0
U12312,0,1,0,0,0,2,0,1.0
U123143,0,1,0,2,0,9,0,1.0
U123152,0,1,0,0,0,5,0,1.0
U123327,0,1,0,0,0,0,0,1.0
U123363,0,1,0,0,0,0,0,1.0
U123366,0,1,0,0,0,10,1,1.0
U12339,0,1,0,0,0,2,0,1.0
U123465,0,1,0,0,0,0,0,1.0
U123651,0,1,0,0,0,5,1,1.0
U123668,0,1,0,0,1,10,1,1.0
U123754,0,1,0,0,0,4,0,1.0
U123829,0,3,0,2,0,1,0,1.0
U123872,0,1,0,0,0,0,0,1.0
U123974,0,1,0,0,0,0,0,1.0
U124040,0,1,0,0,0,5,0,1.0
U124222,0,1,0,0,0,7,0,1.0
U124264,0,1,0,0,0,5,0,1.0
U124269,0,1,0,0,0,5,0,1.0
U124634,0,1,0,0,0,1,0,1.0
U124721,0,1,0,0,0,2,0,1.0
U1249,0,1,0,0,0,21,2,1.0
U124941,0,1,0,0,0,0,0,1.0
U125016,0,1,0,0,0,12,1,1.0
U125040,0,1,0,1,0,4,0,1.0
U125060,0,1,0,1,0,1,0,1.0
U125117,0,1,0,0,0,9,0,1.0
U12512,0,1,0,0,1,8,1,1.0
U12519,0,1,0,1,0,3,0,1.0
U125211,0,1,0,2,0,12,1,1.0
U125221,0,1,0,0,0,6,0,1.0
U125233,0,2,0,0,0,4,0,1.0
U125252,0,4,0,1,0,25,2,1.0
U125347,0,1,0,0,0,0,0,1.0
U125518,0,2,0,0,0,3,1,1.0
U125523,0,1,0,0,0,17,2,1.0
U125567,0,1,0,0,0,8,0,1.0
U125663,0,0,1,0,0,1,0,0.0
U125728,0,1,0,1,0,2,0,1.0
U125917,0,2,0,0,0,0,0,1.0
U125990,0,1,0,0,0,1,0,1.0
U126008,0,1,0,2,0,12,0,1.0
U126057,0,1,0,1,0,27,4,1.0
U126205,0,1,0,1,1,9,1,1.0
U126301,0,1,0,1,1,18,4,1.0
U126687,0,1,0,1,0,6,1,1.0
U126696,0,1,0,0,0,36,3,1.0
U126720,0,1,0,0,0,1,0,1.0
U126747,0,1,0,0,0,2,0,1.0
U126807,0,1,0,0,0,0,0,1.0
U126826,0,0,1,0,0,3,0,0.0
U126869,0,1,0,0,1,17,3,1.0
U126891,0,1,0,0,0,15,9,1.0
U126996,0,1,0,1,0,2,0,1.0
U127067,0,1,0,1,1,18,3,1.0
U12709,0,1,1,2,1,24,4,0.5
U127094,0,1,0,0,0,30,1,1.0
U127186,0,1,0,0,0,0,0,1.0
U127191,0,1,0,0,0,0,0,1.0
U127243,0,1,0,0,0,7,3,1.0
U127254,0,1,0,1,1,24,5,1.0
U127376,0,1,0,1,0,23,5,1.0
U127461,0,1,0,0,0,25,7,1.0
U127478,0,1,0,0,0,9,4,1.0
U12767,0,1,0,0,0,12,3,1.0
U12776,0,1,0,0,0,3,0,1.0
U12779,0,1,0,0,0,16,1,1.0
U127833,0,1,0,0,0,5,3,1.0
U127870,0,1,0,0,0,2,1,1.0
U127928,0,1,0,0,0,3,1,1.0
U127958,0,1,0,0,0,0,0,1.0
U127973,0,1,0,1,0,5,1,1.0
U127994,0,1,0,0,0,3,0,1.0
U128112,0,1,0,0,0,1,0,1.0
U128166,0,2,0,0,0,22,1,1.0
U128201,0,1,0,0,1,10,2,1.0
U128221,0,1,0,2,0,3,0,1.0
U12823,0,1,0,0,0,0,0,1.0
U128254,0,1,0,0,0,0,0,1.0
U128389,0,1,0,0,0,1,0,1.0
U128476,0,2,0,0,0,19,2,1.0
U128557,0,2,0,0,0,5,2,1.0
U128719,0,1,0,0,0,3,1,1.0
U128804,0,1,0,0,0,5,1,1.0
U128859,0,1,0,1,1,13,1,1.0
U129041,0,1,0,0,0,1,1,1.0
U129052,0,1,0,0,0,4,1,1.0
U129059,0,1,0,6,2,22,3,1.0
U129065,0,1,0,1,0,12,0,1.0
U129142,0,0,1,0,1,7,1,0.0
U129184,0,1,0,0,0,2,3,1.0
U129192,0,1,0,0,0,4,3,1.0
U129203,0,2,0,3,1,12,0,1.0
U129226,0,1,0,1,1,14,4,1.0
U129290,0,1,0,1,0,20,3,1.0
U129421,0,1,1,0,0,1,0,0.5
U129453,0,1,0,1,1,24,3,1.0
U129460,0,1,0,1,0,6,0,1.0
U129461,0,2,0,0,0,8,0,1.0
U129472,0,1,0,1,0,5,1,1.0
U129505,0,1,0,0,0,3,0,1.0
U129528,0,1,0,1,0,2,1,1.0
U12962,0,1,0,0,0,2,0,1.0
U129669,0,1,0,0,0,7,1,1.0
U129741,0,1,0,0,0,11,0,1.0
U12979,0,1,0,8,2,7,2,1.0
U129898,0,1,0,1,0,19,3,1.0
U129997,0,1,0,0,0,1,0,1.0
U129998,0,1,0,0,1,11,3,1.0
U130162,0,1,0,1,0,9,1,1.0
U13021,0,1,0,0,0,4,0,1.0
U130261,0,2,0,0,0,0,0,1.0
U130277,0,1,0,0,0,3,0,1.0
U13033,0,1,0,0,0,0,0,1.0
U130334,0,1,0,0,0,20,2,1.0
U130380,0,2,0,1,0,1,0,1.0
U130427,0,1,0,0,0,2,1,1.0
U130520,0,1,0,0,0,1,0,1.0
U130571,0,1,0,3,0,4,1,1.0
U130667,0,1,0,1,0,2,0,1.0
U130710,0,2,0,4,1,23,4,1.0
U130718,0,2,0,0,1,0,1,1.0
U130719,0,1,0,0,0,3,0,1.0
U130771,0,1,0,0,0,10,1,1.0
U13091,0,0,1,0,0,1,0,0.0
U13105,0,0,1,0,0,0,1,0.0
U131081,0,0,1,0,0,11,4,0.0
U131184,0,1,0,0,2,6,0,1.0
U13119,0,1,0,1,0,0,0,1.0
U131208,0,2,0,2,1,26,4,1.0
U131391,0,1,0,0,0,6,1,1.0
U131396,0,4,0,0,0,6,1,1.0
U13143,0,1,0,0,0,1,0,1.0
U131434,0,1,0,1,0,10,4,1.0
U131471,0,1,0,0,0,3,0,1.0
U131708,0,1,0,0,1,3,2,1.0
U131809,0,1,0,5,0,21,4,1.0
U131829,0,1,1,0,0,6,1,0.5
U131899,0,0,1,0,0,2,1,0.0
U132113,0,1,0,0,0,7,2,1.0
U132253,0,1,0,0,0,8,0,1.0
U132278,0,2,0,1,0,6,0,1.0
U132403,0,1,0,0,0,6,1,1.0
U132412,0,0,1,0,0,2,1,0.0
U132431,0,1,0,0,0,0,0,1.0
U132463,0,2,0,0,0,0,0,1.0
U132584,0,1,0,0,0,28,4,1.0
U132658,0,1,0,0,0,1,0,1.0
U1327,0,1,0,0,0,8,0,1.0
U132705,0,1,0,0,1,44,6,1.0
U132719,0,1,0,1,0,4,1,1.0
U132777,0,1,0,0,0,3,1,1.0
U132853,0,1,0,0,1,3,1,1.0
U133029,0,1,0,0,0,1,1,1.0
U133136,0,1,0,3,0,32,1,1.0
U133171,0,1,0,0,0,1,0,1.0
U133232,0,1,0,0,0,1,1,1.0
U133243,0,1,0,0,0,1,0,1.0
U133282,0,1,0,0,0,27,0,1.0
U133323,0,1,0,0,0,11,2,1.0
U133393,0,1,0,0,0,7,1,1.0
U133433,0,1,0,1,0,6,1,1.0
U133498,0,2,1,2,1,15,1,0.6666666666666666
U133502,0,1,0,0,0,7,1,1.0
U133565,0,1,0,0,0,8,1,1.0
U133612,0,2,0,2,0,8,1,1.0
U133694,0,1,0,0,0,3,0,1.0
U133783,0,1,0,1,0,2,0,1.0
U13381,0,1,0,0,0,0,0,1.0
U133874,0,1,0,0,0,2,0,1.0
U133879,0,1,0,1,0,22,3,1.0
U133933,0,1,0,1,0,10,1,1.0
U133973,0,1,0,1,0,2,0,1.0
U133997,0,2,0,0,0,2,0,1.0
U134147,0,1,1,0,0,1,0,0.5
U13432,0,0,1,0,0,21,6,0.0
U134328,0,1,0,0,0,4,1,1.0
U134439,0,1,0,0,0,15,2,1.0
U134449,0,0,1,1,0,19,5,0.0
U134490,0,1,0,1,0,2,1,1.0
U134522,0,1,0,1,0,3,0,1.0
U134563,0,1,0,0,0,10,0,1.0
U134657,0,1,0,0,0,26,4,1.0
U134663,0,1,0,0,0,3,0,1.0
U134664,0,1,0,2,0,3,0,1.0
U134675,0,1,0,0,0,2,0,1.0
U134744,0,1,0,0,0,0,0,1.0
U134772,0,1,0,3,0,22,4,1.0
U134816,0,1,0,0,0,1,0,1.0
U134821,0,1,0,0,0,0,0,1.0
U134825,0,1,0,2,0,18,1,1.0
U134932,0,1,0,1,0,5,1,1.0
U134957,0,1,0,3,0,12,2,1.0
U134973,0,1,0,1,1,13,3,1.0
U13501,0,1,0,0,0,0,0,1.0
U135118,0,1,0,4,0,26,4,1.0
U135219,0,1,0,0,0,2,0,1.0
U135300,0,2,0,7,1,17,2,1.0
U135321,0,1,0,0,0,2,1,1.0
U135583,0,2,0,0,0,1,0,1.0
U135631,0,1,0,1,0,4,0,1.0
U135636,0,1,0,5,0,32,3,1.0
U13573,0,1,0,0,0,2,0,1.0
U135774,0,1,0,0,0,7,1,1.0
U135799,0,1,0,2,0,45,6,1.0
U135869,0,1,0,0,0,0,0,1.0
U135974,0,0,1,2,0,28,4,0.0
U136,0,0,1,0,0,0,1,0.0
U13615,0,1,0,0,0,9,1,1.0
U136288,0,3,0,1,0,17,1,1.0
U136299,0,1,0,0,0,24,3,1.0
U136355,0,2,0,0,0,2,0,1.0
U136456,0,2,0,0,0,2,0,1.0
U136518,0,1,0,0,0,11,1,1.0
U136530,0,1,0,0,0,13,0,1.0
U13658,0,1,0,0,0,1,0,1.0
U13660,0,1,0,1,0,9,0,1.0
U136670,0,1,0,0,0,2,0,1.0
U136693,0,1,0,1,0,8,2,1.0
U13671,0,0,1,0,0,1,1,0.0
U136758,0,2,0,1,0,19,1,1.0
U136772,0,1,0,0,0,2,0,1.0
U13680,0,1,0,0,0,3,0,1.0
U136848,0,1,0,1,1,27,10,1.0
U13686,0,1,0,0,0,22,2,1.0
U137005,0,1,0,0,1,11,3,1.0
U137103,0,1,0,1,0,33,6,1.0
U137137,0,1,0,0,0,10,2,1.0
U137223,0,1,0,0,0,5,1,1.0
U137259,0,3,0,3,1,1,0,1.0
U137277,0,1,0,0,0,0,0,1.0
U137328,0,0,1,1,0,0,1,0.0
U137349,0,1,0,0,0,11,0,1.0
U13746,0,0,1,1,0,18,3,0.0
U137498,0,1,0,0,0,0,0,1.0
U13756,0,1,0,2,0,6,0,1.0
U137584,0,1,1,0,0,5,1,0.5
U137798,0,3,0,0,0,1,0,1.0
U137840,0,1,0,1,0,3,0,1.0
U137873,0,1,0,1,0,15,1,1.0
U137913,0,1,0,0,0,0,0,1.0
U137931,0,1,0,1,0,4,2,1.0
U137960,0,1,0,0,0,6,0,1.0
U137966,0,1,0,1,0,2,1,1.0
